,ticker,figi,type,name,country_of_rick
1300,GMED,BBG002V87SD0,shares,Globus Medical Inc,US
1301,TFC,BBG000BYYLS8,shares,Truist Financial Corporation,US
1302,DINO,BBG0135B2214,shares,HF Sinclair Corporation,US
1303,GEHC,BBG01BFR8YV1,shares,GE HealthCare Technologies,US
1304,ACAD,BBG000BHG9K0,shares,ACADIA Pharmaceuticals Inc,US
1305,SBER,BBG004730N88,shares,Сбер Банк,RU
1306,AMCX,BBG000H01H92,shares,AMC Networks Inc,US
1307,PGNY,BBG002H1K1H1,shares,Progyny Inc,US
1308,SR,BBG000BN6KG8,shares,Spire Inc.,US
1309,IBM,BBG000BLNNH6,shares,IBM,US
1310,NOVA,BBG00PLQ1JR1,shares,Sunnova Energy International,US
1311,TMUS,BBG000NDV1D4,shares,T-Mobile US Inc,US
1312,ABG,BBG000BKDWB5,shares,Asbury Automotive Group Inc,US
1313,RBCM,BBG001DJNR51,shares,РБК,RU
1314,3,BBG000BDWT45,shares,Hong Kong and China Gas Co.,CN
1315,MRVL,BBG00ZXBJ153,shares,"Marvell Technology, Inc.",US
1316,1171,BBG000BKZ1H3,shares,Yankuang Energy Group,CN
1317,RRR,BBG00B6G8077,shares,Red Rock Resorts,US
1318,VCEL,BBG000BDCM24,shares,Vericel Corp,US
1319,AVB,BBG000BLPBL5,shares,AvalonBay Communities REIT,US
1320,ITRI,BBG000BD2167,shares,Itron Inc,US
1321,MTB,BBG000D9KWL9,shares,M&T Bank,US
1322,857,BBG000BFNTD0,shares,PetroChina,CN
1323,HON,BBG000H556T9,shares,Honeywell,US
1324,TTC,BBG000BVQRY3,shares,Toro,US
1325,ACIW,BBG000PMBV39,shares,"ACI Worldwide, Inc.",US
1326,GECO,TCS00A105BN4,shares,Генетико,RU
1327,ESAB,BBG0028ZMP45,shares,ESAB Corporation,US
1328,AN,BBG000BBXLW4,shares,AutoNation,US
1329,SEE,BBG000C22QV7,shares,Sealed Air,US
1330,T,BBG000BSJK37,shares,AT&T,US
1331,EQH,BBG00J7CBVW8,shares,Equitable Holdings,US
1332,NSIT,BBG000DY3K39,shares,Insight Enterprises Inc,US
1333,CGNT,BBG00R0ZFHV4,shares,Cognyte Software Ltd.,IL
1334,SRDX,BBG000BZ2QG2,shares,Surmodics Inc,US
1335,FCNCA,BBG000BJCDS3,shares,"First Citizens BancShares, Inc.",US
1336,BNTX,BBG00Q70B3V1,shares,BioNTech SE,DE
1337,IEX,BBG000C1HN22,shares,IDEX Corp,US
1338,GTRK,BBG00HY6V6H5,shares,ГТМ,RU
1339,MVID,BBG004S68CP5,shares,М.видео,RU
1340,BOX,BBG000PMSK08,shares,Box Inc,US
1341,KYMR,BBG00SDHC8D1,shares,Kymera Therapeutics,US
1342,STLD,BBG000HGYNZ9,shares,Steel Dynamics Inc,US
1343,DFS,BBG000QBR5J5,shares,Discover Financial Services,US
1344,VCYT,BBG001J2M542,shares,Veracyte Inc,US
1345,PD,BBG0043BYPB8,shares,Pagerduty Inc,US
1346,PCRX,BBG0018FQNS6,shares,Pacira BioSciences Inc,US
1347,LKQ,BBG000PXDL44,shares,LKQ Corporation,US
1348,WBS,BBG000BWMX63,shares,Webster Financial Corporation,US
1349,HD,BBG000BKZB36,shares,The Home Depot,US
1350,IPAR,BBG000GCSWR5,shares,Inter Parfums Inc,US
1351,NTGR,BBG000C4GBR6,shares,NETGEAR Inc,US
1352,NARI,BBG009J8K7M0,shares,Inari Medical Inc,US
1353,RBC,BBG000GMGNB3,shares,RBC Bearings Inc,US
1354,OXY,BBG000BQQ2S6,shares,Occidental Petroleum,US
1355,GES,BBG000BC26P7,shares,Guess? Inc,US
1356,SWN,BBG000BTR593,shares,Southwestern Energy,US
1357,SWI,BBG00M1CKSK7,shares,SolarWinds Corp,US
1358,INCY,BBG000BNPSQ9,shares,Incyte,US
1359,2333,BBG000CYZ1K8,shares,Great Wall Motor,CN
1360,MYRG,BBG000BC7VW9,shares,MYR Group Inc,US
1361,FOUR,BBG00TX393L4,shares,Shift4 Payments,US
1362,SBUX,BBG000CTQBF3,shares,Starbucks Corporation,US
1363,AMKR,BBG000BCKGW7,shares,Amkor Technology,US
1364,BFH,BBG000BFNR17,shares,Bread Financial,US
1365,MSFT,BBG000BPH459,shares,Microsoft Corporation,US
1366,TER,BBG000BV4DR6,shares,Teradyne Inc,US
1367,TWNK,BBG00B6KGNN1,shares,Hostess Brands Inc,US
1368,RY,BBG000BSSC44,shares,Royal Bank of Canada,CA
1369,CPRI,BBG0029SNR63,shares,Capri Holdings Limited,GB
1370,ALLK,BBG003QBJKN0,shares,Allakos Inc,US
1371,QCOM,BBG000CGC1X8,shares,Qualcomm,US
1372,HUN,BBG000NS26Q8,shares,Huntsman,US
1373,CBRL,BBG000BF33K1,shares,Cracker Barrel Old Country Sto,US
1374,BKU,BBG000PQPCM6,shares,"BankUnited, Inc.",US
1375,SAIA,BBG000P5LMQ0,shares,Saia Inc,US
1376,SAP,BBG000BDSLD7,shares,АДР SAP,US
1377,ZIP,BBG010JBYV98,shares,ZipRecruiter Inc,US
1378,MKL,BBG000FC7366,shares,Markel Group,US
1379,ERIE,BBG000BBTJZ1,shares,Erie IndemnIty Co,US
1380,TRGP,BBG0015XMW40,shares,Targa Resources,US
1381,6618,BBG00Y6QRNM7,shares,JD Health International,CN
1382,LRCX,BBG000BNFLM9,shares,Lam Research,US
1383,NRIX,BBG00SDJ8M78,shares,Nurix Therapeutics Inc,US
1384,PG,BBG000BR2TH3,shares,Procter & Gamble,US
1385,HRTX,BBG000G2GJT7,shares,Heron Therapeutics Inc,US
1386,STT,BBG000BKFBD7,shares,State Street,US
1387,ALGM,BBG00H5S8391,shares,Allegro MicroSystems,US
1388,JELD,BBG0019GM953,shares,JELD-WEN Holding Inc,US
1389,TCBI,BBG000DN4ZT1,shares,Texas Capital Bancshares Inc,US
1390,FELE,BBG000BJGGV8,shares,Franklin Electric Co,US
1391,ENTG,BBG000CTV4N4,shares,Entegris Inc,US
1392,IONS,BBG000JH6683,shares,Ionis Pharmaceuticals Inc,US
1393,ECL,BBG000BHKYH4,shares,Ecolab,US
1394,PAYX,BBG000BQSQ38,shares,Paychex Inc,US
1395,OII,BBG000CPBCL8,shares,Oceaneering International Inc,US
1396,KOPN,BBG000C2SBZ8,shares,Kopin Corporation,US
1397,NVS,BBG000LYF3S8,shares,Novartis AG,CH
1398,ALLE,BBG003PS7JV1,shares,Allegion,US
1399,ALGT,BBG000LJS6B8,shares,Allegiant Travel Co,US
1400,COR,TCS3073E1055,shares,Cencora,US
1401,PMSBP,BBG000MZL2S9,shares,Пермэнергосбыт - акции привилегированные,RU
1402,AMR,BBG00DGWV035,shares,Alpha Metallurgical Resources Inc.,US
1403,AGIO,BBG000QY4ZD0,shares,Agios Pharmaceuticals Inc,US
1404,ONL,BBG0118JXCD9,shares,Orion Office REIT,US
1405,FND,BBG007GJ2F81,shares,Floor & Decor Holdings Inc,US
1406,HALO,BBG000CZ8W54,shares,Halozyme Therapeutics Inc,US
1407,M,BBG000C46HM9,shares,Macy's,US
1408,FIS,BBG000BK2F42,shares,Fidelity National Information,US
1409,VICR,BBG000C3VHF1,shares,Vicor Corp,US
1410,SYY,BBG000BTVJ25,shares,Sysco,US
1411,NRG,BBG000D8RG11,shares,NRG Energy,US
1412,LRN,BBG000QSXPZ9,shares,"Stride, Inc",US
1413,MSTT,BBG004S68DD6,shares,Мостотрест,RU
1414,WWD,BBG000BD53V2,shares,Woodward Inc,US
1415,6098,BBG00L3B3R02,shares,Country Garden Services,CN
1416,AUPH,BBG000BCRJM5,shares,Aurinia Pharmaceuticals,CA
1417,ITW,BBG000BMBL90,shares,Illinois Tool Works,US
1418,ATGE,BBG000DQBZJ7,shares,Adtalem Global Education Inc,US
1419,MTLR,BBG004S68598,shares,Мечел,RU
1420,960,BBG000CHNH78,shares,Longfor,CN
1421,OMF,BBG005497GZ3,shares,OneMain Holdings,US
1422,NUE,BBG000BQ8KV2,shares,Nucor,US
1423,LPLA,BBG000P2TYL8,shares,LPL Financial Holdings,US
1424,BLZE,BBG0037X6HX3,shares,Backblaze,US
1425,RRBI,BBG000QKNLB2,shares,Red River Bancshares,US
1426,ELAN,BBG00LJYS1P8,shares,Elanco Animal Health Inc,US
1427,POST,BBG001WTBC36,shares,Post Holdings Inc,US
1428,TTMI,BBG000BYQ0B1,shares,TTM Technologies Inc,US
1429,ROP,BBG000F1ZSN5,shares,Roper Technologies,US
1430,1898,BBG000NYJKS4,shares,China Coal Energy,CN
1431,CBT,BBG000BF3WW4,shares,Cabot Corporation,US
1432,SBRA,BBG000MTDW24,shares,Sabra Health Care REIT,US
1433,ATUS,BBG00GFMPRK0,shares,Altice USA Inc,US
1434,TXT,BBG000BVVQQ8,shares,Textron,US
1435,ARVN,BBG00LW7YK82,shares,Arvinas Inc,US
1436,TEX,BBG000C7B436,shares,Terex Corporation,US
1437,AIZ,BBG000BZX1N5,shares,Assurant,US
1438,DKS,BBG000F6ZWH2,shares,Dick's Sporting Goods Inc,US
1439,OSK,BBG000CC53X1,shares,Oshkosh Corporation,US
1440,XENE,BBG0073DM784,shares,Xenon Pharmaceuticals Inc,US
1441,WSC,BBG00B0FS947,shares,WillScot Mobile Mini Holdings,US
1442,IVAT,TCS00A108GD8,shares,IVA Technologies,RU
1443,AKRN,BBG004S688G4,shares,Акрон,RU
1444,SFM,BBG001KFKQM7,shares,Sprouts Farmers Market Inc,US
1445,MSTR,BBG000GQJPZ0,shares,MicroStrategy Inc,US
1446,MDMG,TCS00Y3XYV94,shares,Мать и дитя,RU
1447,SNBR,BBG000DM2BF3,shares,Sleep Number Corp,US
1448,AMH,BBG003NXJNH6,shares,American Homes 4 Rent REIT,US
1449,GAZP,BBG004730RP0,shares,Газпром,RU
1450,CTSH,BBG000BBDV81,shares,Cognizant Technology Solutions,US
1451,UI,BBG001R72SR9,shares,Ubiquiti Inc,US
1452,CMS,BBG000BFVXX0,shares,CMS Energy Corporation,US
1453,RNG,BBG000J094P3,shares,RingCentral Inc,US
1454,DY,BBG000C4SKT1,shares,Dycom Industries Inc,US
1455,9988,BBG00QV37ZP9,shares,Alibaba,CN
1456,HSY,BBG000BLHRS2,shares,Hershey,US
1457,IBN,BBG000DRM643,shares,ICICI Bank,IN
1458,STNE,BBG00M4ZQDK0,shares,StoneCo,BR
1459,SBERP,BBG0047315Y7,shares,Сбер Банк - привилегированные акции,RU
1460,PH,BBG000BR3KL6,shares,Parker-Hannifin,US
1461,BH,BBG00JPRDQH1,shares,Biglari Holdings Inc,US
1462,CHTR,BBG000VPGNR2,shares,Charter Communications,US
1463,EXPO,BBG000F31Z34,shares,"Exponent, Inc.",US
1464,CRNC,BBG00MMDJG84,shares,Cerence,US
1465,RVTY,BBG000FXYF54,shares,Revvity,US
1466,JNPR,BBG000BY33P5,shares,Juniper Networks,US
1467,LENT,BBG0063FKTD9,shares,Лента,RU
1468,AES,BBG000C23KJ3,shares,The AES Corporation,US
1469,EQR,BBG000BG8M31,shares,Equity Residential REIT,US
1470,NEU,BBG000BJ5SS8,shares,NewMarket Corp,US
1471,ESGR,BBG000NQKP71,shares,Enstar Group,BM
1472,TEAM,BBG00BDQ1H13,shares,Atlassian,AU
1473,FRPH,BBG000HCVWW4,shares,FRP Holdings Inc,US
1474,BSPB,BBG000QJW156,shares,Банк Санкт-Петербург,RU
1475,DV,BBG00ZNRRJM2,shares,"DoubleVerify Holdings, Inc.",US
1476,KDP,BBG000TJM7F0,shares,Keurig Dr Pepper,US
1477,AM,BBG00GBNZ4M0,shares,Antero Midstream Corp,US
1478,ASTR,RU000A106T36,shares,Группа Астра,RU
1479,GIS,BBG000BKCFC2,shares,General Mills,US
1480,WIX,BBG005CM7J89,shares,Wix.com Ltd,IL
1481,RRC,BBG000FVXD63,shares,Range Resources,US
1482,MOMO,BBG007HTCQT0,shares,Hello Group,CN
1483,CMCO,BBG000BCWWV0,shares,Columbus McKinnon Corp,US
1484,BKR,BBG00GBVBK51,shares,Baker Hughes,US
1485,VFC,BBG000BWCKB6,shares,VF,US
1486,BTI,BBG000BWPXQ8,shares,British American Tobacco,GB
1487,RKKE,BBG000LWNRP3,shares,РКК Энергия им.С.П.Королева,RU
1488,DHI,BBG000DQTXY6,shares,D.R. Horton,US
1489,EXC,BBG000J6XT05,shares,Exelon Corporation,US
1490,2899,BBG000DCTP29,shares,Zijin Mining Group,CN
1491,LSNG,BBG000NLC9Z6,shares,Ленэнерго,RU
1492,LUV,BBG000BNJHS8,shares,Southwest Airlines,US
1493,RENI,BBG00QKJSX05,shares,Ренессанс Страхование,RU
1494,SSD,BBG000JLC8L8,shares,Simpson Manufacturing Co Inc,US
1495,HRB,BBG000BLDV98,shares,H&R Block,US
1496,METCB,BBG01GHDJBW6,shares,Ramaco Resources Class B,US
1497,ALTR,BBG000PN9NB9,shares,Altair Engineering Inc,US
1498,268,BBG000FQH8C6,shares,Kingdee International Software,CN
1499,MRKC,BBG000VH7TZ8,shares,Россети Центр,RU
1500,GKOS,BBG000WG2LQ1,shares,Glaukos Corp,US
1501,EPAM,BBG000MHTV89,shares,EPAM Systems,US
1502,KBH,BBG000BMLWX8,shares,KB Home,US
1503,1336,BBG0028VY3J4,shares,New China Life Insurance,CN
1504,STZ,BBG000J1QLT0,shares,Constellation Brands,US
1505,GT,BBG000BKNX95,shares,Goodyear Tire & Rubber,US
1506,KWR,BBG000DZS2L9,shares,Quaker Chemical Corp,US
1507,GL,BBG000BVD6X4,shares,Globe Life Inc,US
1508,CRUS,BBG000C1DHF5,shares,Cirrus Logic Inc,US
1509,EXR,BBG000PV27K3,shares,Extra Space Storage REIT,US
1510,ROL,BBG000BSBBP1,shares,Rollins,US
1511,LNG,BBG000C3HSR0,shares,Cheniere Energy,US
1512,POSI,TCS00A103X66,shares,Positive Technologies,RU
1513,BSX,BBG000C0LW92,shares,Boston Scientific Corporation,US
1514,NFG,BBG000BPYD87,shares,National Fuel Gas Company,US
1515,WRB,BBG000BD1HP2,shares,WR Berkley,US
1516,CEVA,BBG000BN3P07,shares,CEVA,US
1517,CVNA,BBG00GCTWDJ3,shares,Carvana Co,US
1518,FIGS,BBG004SK5VL9,shares,FIGS,US
1519,CNS,BBG000BB0WG4,shares,Cohen & Steers Inc,US
1520,KMB,BBG000BMW2Z0,shares,Kimberly-Clark,US
1521,MQ,BBG0112Z87D8,shares,"Marqeta, Inc.",US
1522,PLNT,BBG009H04M17,shares,Planet FItness Inc,US
1523,ZD,BBG000F3CWW7,shares,Ziff Davis,US
1524,KROT,BBG000NLB2G3,shares,Красный Октябрь,RU
1525,KAZT,BBG002B9MYC1,shares,КуйбышевАзот,RU
1526,APAM,BBG001M6CZY1,shares,Artisan Partners Asset Management,US
1527,ZG,BBG000D13GN8,shares,Zillow Group Inc,US
1528,PUBM,BBG001PKMK06,shares,PubMatic,US
1529,JPM,BBG000DMBXR2,shares,JPMorgan,US
1530,KFY,BBG000C5QMB5,shares,Korn Ferry,US
1531,968,BBG001XVDJ15,shares,Xinyi Solar,CN
1532,FGEN,BBG000FW5ZL6,shares,FIBROGEN INC,US
1533,SOHU,BBG00L2DB535,shares,Sohu.com,CN
1534,KNF,BBG002N3N2R4,shares,Knife River Corporation,US
1535,ABCL,BBG00LLW2MF2,shares,AbCellera Biologics,CA
1536,27,BBG000BG5LL6,shares,Galaxy Entertainment Group,
1537,WOLF,BBG000BG14P4,shares,Wolfspeed,US
1538,MTG,BBG000CBMH27,shares,MGIC Investment Corp,US
1539,WY,BBG000BX3BL3,shares,Weyerhaeuser REIT,US
1540,SIBN,BBG004S684M6,shares,Газпром нефть,RU
1541,OUST,BBG00XRTSTR1,shares,Ouster,US
1542,VSCO,BBG01103B471,shares,Victorias Secret & Co.,US
1543,NVRI,TCS158641070,shares,Enviri Corporation,US
1544,YAKG,BBG002B298N6,shares,ЯТЭК,RU
1545,EQIX,BBG000MBDGM6,shares,Equinix REIT,US
1546,ASTS,BBG00Q402TR2,shares,AST SpaceMobile,US
1547,TGKB,BBG000Q7GG57,shares,ТГК-2,RU
1548,SBGI,BBG01GJ3NY88,shares,Sinclair,US
1549,688,BBG000BGD8W4,shares,China Overseas Land & Investment,HK
1550,GOSS,BBG00MVWLLM2,shares,Gossamer Bio Inc,US
1551,BRC,BBG000BDNV95,shares,Brady,US
1552,KLSB,BBG000DBD6F6,shares,Калужская сбытовая компания,RU
1553,GE,BBG000BK6MB5,shares,GE Aerospace,US
1554,CHMK,BBG000RP8V70,shares,ЧМК,RU
1555,KLIC,BBG000BMTX31,shares,Kulicke & Soffa Industries,SG
1556,MGA,BBG000BNLPJ7,shares,Magna International Inc.,CA
1557,WIRE,BBG000CQCCK6,shares,Encore Wire Corporation,US
1558,CPNG,BBG00XMJRPQ8,shares,"Coupang, Inc.",KR
1559,HIW,BBG000C43744,shares,Highwoods Properties,US
1560,CALM,BBG000CDMJW6,shares,Cal-Maine Foods Inc,US
1561,WPM,BBG000PVRDL2,shares,Wheaton Precious Metals,CA
1562,BALL,BBG000BDDNH5,shares,Ball Corporation,US
1563,RNFT,BBG00F9XX7H4,shares,РуссНефть,RU
1564,2601,BBG000KVB7C7,shares,China Pacific Insurance,CN
1565,2618,BBG010RJL3B5,shares,JD Logistics,CN
1566,MRVI,BBG00Y1DFV91,shares,Maravai LifeSciences Holdings,US
1567,DAR,BBG000BN8ZK8,shares,Darling Ingredients Inc,US
1568,2318,BBG000GD4N44,shares,Ping An,CN
1569,HGV,BBG00CBYY6M1,shares,Hilton Grand Vacations Inc,US
1570,ASGN,BBG000CRN8N8,shares,ASGN Inc,US
1571,DNOW,BBG005BLN209,shares,DNOW,US
1572,CHDN,BBG000BGXMG9,shares,Churchill Downs Inc,US
1573,ESPR,BBG004KB3S72,shares,Esperion Therapeutics Inc,US
1574,CC,BBG005H82GB2,shares,Chemours Company,US
1575,MRKZ,BBG000TJ6F42,shares,Россети Северо-Запад,RU
1576,MSI,BBG000BP8Z50,shares,Motorola Solutions,US
1577,LW,BBG003CVMLQ2,shares,Lamb Weston Holdings Inc,US
1578,WHD,BBG00JRH1P95,shares,Cactus Inc,US
1579,APTK,BBG000K3STR7,shares,"Аптечная сеть 36,6",RU
1580,9618,BBG00VC6RYV6,shares,JD.com,CN
1581,COST,BBG000F6H8W8,shares,Costco Wholesale,US
1582,CVX,BBG000K4ND22,shares,Chevron,US
1583,388,BBG000BGW354,shares,Hong Kong Exchanges and Clearing,HK
1584,MMI,BBG005GBRSR6,shares,Marcus & Millichap Inc,US
1585,AIV,BBG000DD3510,shares,Apartment Investment & Management REIT,US
1586,EGP,BBG000BHRBT4,shares,EastGroup Properties REIT,US
1587,TNC,BBG000JCZJS2,shares,Tennant Company,US
1588,RJF,BBG000BS73J1,shares,Raymond James Financial,US
1589,ROCK,BBG000BKQDQ7,shares,Gibraltar Industries Inc,US
1590,CME,BBG000BHLYP4,shares,CME GROUP,US
1591,VERU,BBG000G12J78,shares,Veru Inc,US
1592,AXGN,BBG000BN46R9,shares,Axogen Inc,US
1593,FANG,BBG002PHSYX9,shares,Diamondback Energy Inc,US
1594,CZR,BBG0074Q3NK6,shares,Caesars Entertainment Corporation,US
1595,ACM,BBG000F61RJ8,shares,AECOM,US
1596,PLUS,BBG000HN7W02,shares,ePlus Inc,US
1597,JBL,BBG000BJNGN9,shares,Jabil Inc.,US
1598,CXT,BBG017BXPZ85,shares,Crane NXT,US
1599,AAL,BBG005P7Q881,shares,American Airlines Group,US
1600,HHR,TCS0207L1061,shares,HeadHunter Group PLC,RU
1601,DEI,BBG000PN1SJ8,shares,Douglas Emmett REIT,US
1602,FMC,BBG000BJP882,shares,FMC,US
1603,QIWI,BBG005D1WCQ1,shares,QIWI,RU
1604,OTIS,BBG00RP60KV0,shares,Otis Worldwide,US
1605,2382,BBG000C16952,shares,Sunny Optical Technology,CN
1606,DLR,BBG000Q5ZRM7,shares,Digital Realty REIT,US
1607,DOV,BBG000BHB3M6,shares,Dover,US
1608,THRM,BBG000BQLM34,shares,Gentherm Inc,US
1609,HYDR,BBG00475K2X9,shares,РусГидро,RU
1610,ADSK,BBG000BM7HL0,shares,Autodesk,US
1611,FIZZ,BBG000BF8CB6,shares,National Beverage Corp,US
1612,AZPN,BBG017J18W74,shares,Aspen Technology,US
1613,ROK,BBG000BBCDZ2,shares,Rockwell Automation,US
1614,GPI,BBG000BB88K4,shares,Group 1 Automotive Inc,US
1615,SLGN,BBG000BPDDB6,shares,Silgan Holdings Inc.,US
1616,SQSP,BBG00389GQ73,shares,"Squarespace, Inc.",US
1617,HLI,BBG000CZTB66,shares,"Houlihan Lokey, Inc.",US
1618,PLD,BBG000B9Z0J8,shares,Prologis REIT,US
1619,UBS,BBG007DJM539,shares,UBS Group,CH
1620,PCH,BBG000BQX2N3,shares,PotlatchDeltic Corporation REIT,US
1621,CRWD,BBG00BLYKS03,shares,Crowdstrike Holdings Inc,US
1622,TROW,BBG000BVMPN3,shares,T Rowe Price Group,US
1623,SOFI,BBG00YB1ZD58,shares,SoFi Technologies,US
1624,MC,BBG000RNBH63,shares,Moelis & Co,US
1625,ATRI,BBG000DTT624,shares,Atrion Corp,US
1626,SPHR,BBG00L9HLWV8,shares,Sphere Entertainment Co.,US
1627,LAAC,BBG01JLDJ6X5,shares,Lithium Americas (Argentina),CA
1628,MVIS,BBG000BVKXQ5,shares,MicroVision,US
1629,NLMK,BBG004S681B4,shares,НЛМК,RU
1630,BELU,BBG000TY1CD1,shares,Novabev Group,RU
1631,WB,BBG0065XPGX9,shares,Weibo Corporation,CN
1632,LNZLP,BBG000SR0YS4,shares,Лензолото - привилегированные акции,RU
1633,CCSI,BBG0105XBRH0,shares,Consensus Cloud Solutions,US
1634,RVMD,BBG00829F4P8,shares,REVOLUTION Medicines Inc,US
1635,BAX,BBG000BCVJ77,shares,Baxter International,US
1636,ADBE,BBG000BB5006,shares,Adobe,US
1637,MCD,BBG000BNSZP1,shares,McDonald’s,US
1638,VSAT,BBG000HHLBF9,shares,Viasat,US
1639,GDRX,BBG00X0VP8D9,shares,GoodRx Holdings Inc,US
1640,DNB,BBG00VCZX9Z6,shares,Dun & Bradstreet Holdings,US
1641,TTWO,BBG000BS1YV5,shares,Take-Two Interactive Software,US
1642,WEC,BBG000BWP7D9,shares,WEC Energy Group,US
1643,HLF,BBG000MM5VL9,shares,Herbalife Ltd.,US
1644,LFST,BBG01138DGZ7,shares,LifeStance Health Group,US
1645,FIVN,BBG001KHJM17,shares,Five9 Inc,US
1646,ESE,BBG000C4S3P3,shares,ESCO Technologies Inc.,US
1647,BAND,BBG001K003W2,shares,Bandwidth Inc,US
1648,ITT,BBG00CVQZQ96,shares,ITT,US
1649,NTCT,BBG000C136Z8,shares,NetScout Systems Inc,US
1650,RDFN,BBG001Q7HP63,shares,Redfin Corp,US
1651,ZIMV,BBG014630587,shares,ZimVie,US
1652,MPC,BBG001DCCGR8,shares,Marathon Petroleum,US
1653,1928,BBG000PSNMN1,shares,Sands China,CN
1654,YNDX,BBG006L8G4H1,shares,Яндекс,RU
1655,CL,BBG000BFQYY3,shares,Colgate-Palmolive,US
1656,ATKR,BBG000QTFDQ4,shares,Atkore International Group Inc,US
1657,XPEL,BBG000R5XCX9,shares,XPEL,US
1658,SF,BBG000BSS5C0,shares,Stifel Financial,US
1659,SFIN,BBG003LYCMB1,shares,ЭсЭфАй,RU
1660,LCID,BBG00W7F99V5,shares,Lucid Group,US
1661,HURN,BBG000PV2M48,shares,Huron Consulting Group Inc,US
1662,FROG,BBG006PWZX16,shares,JFrog Ltd.,IL
1663,LEG,BBG000BN53G7,shares,Leggett & Platt,US
1664,L,BBG000C45984,shares,Loews,US
1665,MP,BBG00TJGL0F0,shares,MP Materials,US
1666,FESH,BBG000QF1Q17,shares,ДВМП,RU
1667,ASAN,BBG00WYHL732,shares,Asana,US
1668,VOYA,BBG000BCWKD6,shares,Voya Financial,US
1669,ISRG,BBG000BJPDZ1,shares,Intuitive Surgical,US
1670,LI,BBG00W0KZD98,shares,Li Auto,CN
1671,AXTA,BBG0060CPLJ5,shares,Axalta Coating Systems,US
1672,HOOD,BBG008NMBXN8,shares,"Robinhood Markets, Inc.",US
1673,ATR,BBG000BGX2S0,shares,AptarGroup,US
1674,GWW,BBG000BKR1D6,shares,WW Grainger,US
1675,SUPN,BBG000BP0HX7,shares,Supernus Pharmaceuticals Inc,US
1676,ALIT,BBG00H00J2N1,shares,Alight,US
1677,LYB,BBG000WCFV84,shares,LyondellBasell,US
1678,MDLZ,BBG000D4LWF6,shares,Mondelez,US
1679,JEF,BBG000BNHSP9,shares,Jefferies Financial Group,US
1680,TDS,BBG000BV0VK7,shares,Telephone & Data Systems Inc,US
1681,JAMF,BBG00VSYYVB8,shares,Jamf Holding Corp,US
1682,DNA,BBG00YPS1KY3,shares,Ginkgo Bioworks Holdings,US
1683,CMG,BBG000QX74T1,shares,Chipotle Mexican Grill,US
1684,BX,BBG000BH0106,shares,Blackstone,US
1685,NWS,BBG0035M2ZB7,shares,News Corp,US
1686,BRO,BBG000BWSGF4,shares,Brown & Brown,US
1687,RASP,BBG004S68696,shares,Распадская,RU
1688,PBA,BBG001732GF9,shares,Pembina Pipeline Corporation,CA
1689,IBKR,BBG000LV0836,shares,Interactive Brokers Group Inc,US
1690,2196,BBG001XVDW70,shares,Shanghai Fosun Pharmaceutical,CN
1691,BLUE,BBG000QGWY50,shares,Bluebird Bio Inc,US
1692,MMM,BBG000BP52R2,shares,3M Company,US
1693,HQY,BBG000TYXCT9,shares,HealthEquity Inc,US
1694,EWBC,BBG000CR20B1,shares,East West Ban,US
1695,GATX,BBG000BKGXQ4,shares,GATX Corporation,US
1696,HCC,BBG00GD1JMV4,shares,Warrior Met Coal,US
1697,BBIO,BBG00P9KDZK6,shares,Bridgebio Pharma,US
1698,STE,BBG00MRHG523,shares,STERIS,IE
1699,YELP,BBG000Q2HM09,shares,Yelp Inc,US
1700,JKHY,BBG000BMH2Q7,shares,Jack Henry & Associates Inc,US
1701,VZ,BBG000HS77T5,shares,Verizon Communications,US
1702,MORN,BBG000CGQ4F7,shares,Morningstar,US
1703,VVV,BBG003DNHV56,shares,Valvoline,US
1704,ALXO,BBG00VR8SDG8,shares,ALX Oncology Holdings Inc,US
1705,KNSL,BBG00D8JD9Z9,shares,Kinsale Capital Group,US
1706,VLTO,BBG019Q32XJ9,shares,Veralto Corporation,US
1707,SRPT,BBG000BCJ161,shares,Sarepta Therapeutics Inc,US
1708,AX,BBG000QPHD08,shares,Axos Financial Inc,US
1709,NOMPP,TCS009177281,shares,Новошип - привилегированные акции,RU
1710,SHW,BBG000BSXQV7,shares,Sherwin-Williams,US
1711,JACK,BBG000GZYVY1,shares,Jack in the Box,US
1712,BIIB,BBG000C17X76,shares,Biogen,US
1713,WWW,BBG000BX2YN2,shares,Wolverine World Wide Inc,US
1714,CFG,BBG006Q0HY77,shares,Citizens Financial Group,US
1715,INGR,BBG000BXPZB7,shares,Ingredion Inc,US
1716,VTNR,BBG000BGGXH3,shares,"Vertex Energy, Inc.",US
1717,FICO,BBG000DW76Y6,shares,Fair Isaac Corp,US
1718,WEX,BBG000BVZP59,shares,WEX Inc,US
1719,SGZH,BBG0100R9963,shares,Сегежа,RU
1720,LENZ,TCS2635N1037,shares,"LENZ Therapeutics, Inc.",US
1721,PM,BBG000J2XL74,shares,Philip Morris,US
1722,WAB,BBG000BDD940,shares,Wabtec Corp.,US
1723,BKI,BBG00GX77LW3,shares,Black Knight Inc,US
1724,TXN,BBG000BVV7G1,shares,Texas Instruments,US
1725,MLM,BBG000BGYMH7,shares,Martin Marietta Materials,US
1726,GDDY,BBG006MDLY05,shares,GoDaddy Inc,US
1727,PRI,BBG000T8ZF80,shares,Primerica,US
