,code,stock_name,trd_side,order_type,order_status,order_id,qty,price,create_time,updated_time,dealt_qty,dealt_avg_price,last_err_msg,remark,time_in_force,fill_outside_rth,aux_price,trail_type,trail_value,trail_spread,currency
34,US.AMD,Advanced Micro Devices,SELL,STOP,CANCELLED_ALL,FA195ADA736F7B2000,7.0,0.0,2024-08-23 11:59:27.615,2024-08-23 12:06:50.711,0.0,0.0,,,GTC,False,147.572,N/A,N/A,N/A,USD
35,US.AMD,Advanced Micro Devices,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195ADA6CC6C4A000,7.0,156.15,2024-08-23 11:59:20.798,2024-08-23 12:06:48.323,0.0,0.0,,,GTC,True,156.1625,N/A,N/A,N/A,USD
36,US.NXPI,NXP Semiconductors,SELL,STOP,CANCELLED_ALL,FA195ADA6206C4A000,5.0,0.0,2024-08-23 11:59:09.790,2024-08-23 12:03:20.527,0.0,0.0,,,GTC,False,239.8108,N/A,N/A,N/A,USD
37,US.NXPI,NXP Semiconductors,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195ADA5E0404A000,5.0,253.75,2024-08-23 11:59:05.686,2024-08-23 12:02:19.051,0.0,0.0,,,GTC,True,253.7707,N/A,N/A,N/A,USD
38,US.AMD,Advanced Micro Devices,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195AD8C33BBB2000,7.0,156.15,2024-08-23 11:52:05.043,2024-08-23 11:52:10.610,0.0,0.0,,,GTC,True,156.1625,N/A,N/A,N/A,USD
39,US.NXPI,NXP Semiconductors,SELL,STOP,CANCELLED_ALL,FA195AD861E7FB2000,5.0,0.0,2024-08-23 11:50:25.380,2024-08-23 11:59:17.584,0.0,0.0,,,GTC,False,239.8108,N/A,N/A,N/A,USD
40,US.NXPI,NXP Semiconductors,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195AD8001DBB2000,5.0,253.75,2024-08-23 11:48:45.243,2024-08-23 11:59:14.937,0.0,0.0,,,GTC,True,253.7707,N/A,N/A,N/A,USD
41,US.AMD,Advanced Micro Devices,SELL,STOP,CANCELLED_ALL,FA195AD5DF1C7B2000,7.0,0.0,2024-08-23 11:39:27.156,2024-08-23 11:59:35.449,0.0,0.0,,,GTC,False,147.572,N/A,N/A,N/A,USD
42,US.AMD,Advanced Micro Devices,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195AD5DC0E7B2000,7.0,156.15,2024-08-23 11:39:24.028,2024-08-23 11:59:32.935,0.0,0.0,,,GTC,True,156.1625,N/A,N/A,N/A,USD
43,US.NXPI,NXP Semiconductors,SELL,STOP,CANCELLED_ALL,FA195AD5B583C4A000,5.0,0.0,2024-08-23 11:38:44.562,2024-08-23 11:50:30.661,0.0,0.0,,,GTC,False,239.8108,N/A,N/A,N/A,USD
44,US.NXPI,NXP Semiconductors,SELL,LIMIT_IF_TOUCHED,CANCELLED_ALL,FA195AD57521C4A000,5.0,253.75,2024-08-23 11:37:38.633,2024-08-23 11:49:31.313,0.0,0.0,,,GTC,True,253.7707,N/A,N/A,N/A,USD
45,US.AMD,Advanced Micro Devices,SELL,STOP,CANCELLED_ALL,FA195AD4E35044A000,7.0,0.0,2024-08-23 11:35:09.315,2024-08-23 11:39:35.914,0.0,0.0,,,GTC,False,147.572,N/A,N/A,N/A,USD
