,id,ticker,buy_time,buy_price,buy_sum,buy_commission,sell_time,sell_price,sell_sum,sell_commission,stocks_number,status,gain_coef,lose_coef,trailing_LIT_gain_coef,profit,limit_if_touched_order_id,stop_order_id,trailing_LIT_order_id
0,,DE,2024-08-21 00:21:14.721999,374.06,,0,,,,,2,bought,1.005,0.95,1.007,,,,
